"result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","1","time","4"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9982","time","5"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9964","time","5"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","1","time","5"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9977","time","6"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9957","time","6"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9997","time","6"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9968","time","7"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9944","time","7"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9992","time","7"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9968","time","8"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9944","time","8"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9992","time","8"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9954","time","9"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9926","time","9"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9983","time","9"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9954","time","10"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9926","time","10"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9983","time","10"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9954","time","11"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9926","time","11"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9983","time","11"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9954","time","12"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9926","time","12"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9983","time","12"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9954","time","13"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9926","time","13"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9983","time","13"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9954","time","14"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9926","time","14"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9983","time","14"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9954","time","15"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9926","time","15"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9983","time","15"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9945","time","16"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9914","time","16"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9976","time","16"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9936","time","17"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9902","time","17"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9969","time","17"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9931","time","18"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9896","time","18"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9966","time","18"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9931","time","19"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9896","time","19"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9966","time","19"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9931","time","20"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9896","time","20"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9966","time","20"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9926","time","21"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.989","time","21"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9962","time","21"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9917","time","22"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9879","time","22"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9955","time","22"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9912","time","23"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9873","time","23"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9952","time","23"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9908","time","24"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9868","time","24"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9948","time","24"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9908","time","25"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9868","time","25"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9948","time","25"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9903","time","26"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9862","time","26"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9944","time","26"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9894","time","27"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9851","time","27"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9937","time","27"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9894","time","28"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9851","time","28"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9937","time","28"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9894","time","29"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9851","time","29"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9937","time","29"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.988","time","30"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9834","time","30"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9926","time","30"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.988","time","31"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9834","time","31"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9926","time","31"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.988","time","32"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9834","time","32"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9926","time","32"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9875","time","33"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9828","time","33"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9922","time","33"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.987","time","34"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9823","time","34"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9918","time","34"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9866","time","35"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9817","time","35"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9914","time","35"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9866","time","36"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9817","time","36"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9914","time","36"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9861","time","37"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9812","time","37"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9911","time","37"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9861","time","38"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9812","time","38"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9911","time","38"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9861","time","39"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9812","time","39"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9911","time","39"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9861","time","40"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9812","time","40"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9911","time","40"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9856","time","41"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9806","time","41"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9907","time","41"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9856","time","42"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9806","time","42"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9907","time","42"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9847","time","43"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9795","time","43"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9899","time","43"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9847","time","44"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9795","time","44"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9899","time","44"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9842","time","45"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.979","time","45"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9895","time","45"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9842","time","46"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.979","time","46"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9895","time","46"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9837","time","47"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9784","time","47"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9891","time","47"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9833","time","48"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9779","time","48"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9887","time","48"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9833","time","49"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9779","time","49"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9887","time","49"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9833","time","50"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9779","time","50"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9887","time","50"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9828","time","51"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9773","time","51"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9883","time","51"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9823","time","52"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9768","time","52"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9879","time","52"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9818","time","53"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9762","time","53"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9875","time","53"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9818","time","54"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9762","time","54"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9875","time","54"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9809","time","55"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9751","time","55"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9867","time","55"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9809","time","56"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9751","time","56"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9867","time","56"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9809","time","57"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9751","time","57"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9867","time","57"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9804","time","58"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9746","time","58"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9863","time","58"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9804","time","59"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9746","time","59"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9863","time","59"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9804","time","60"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9746","time","60"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9863","time","60"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9804","time","61"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9746","time","61"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9863","time","61"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9804","time","62"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.9746","time","62"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_upper","numeric","0.9863","time","62"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate","numeric","0.9799","time","63"
"1","cdm_5pct_9a0f90a32250497d","target_cohort","cohort_1","overall","overall","outcome","cohort_3","estimate_95CI_lower","numeric","0.974","time","63"
